Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273.6,2.7,Intel, Core i7 6820HQ ,512,0.0,SSD,None,0,3840x2160,Without,Nvidia, Quadro M2000M
Acer,Notebook,14.0,4,Windows 10,1.8,33886.08,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Razer,Gaming,14.0,16,Windows 10,1.95,154458.72,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Asus,Notebook,15.6,8,Windows 10,2.0,31003.632,1.1,Intel, Pentium Dual Core N4200 ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 505
Dell,Gaming,17.3,32,Windows 10,4.42,191211.264,2.8,Intel, Core i7 7700HQ ,1000,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070M
Asus,Gaming,17.3,16,Windows 10,4.3,125208.0,2.6,Intel, Core i7 6700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,93985.92,2.6,Intel, Core i7 6600U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930M
Lenovo,Notebook,15.6,8,No OS,2.2,17529.12,1.6,Intel, Celeron Quad Core N3710 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 405
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,122490.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,14.0,16,Windows 10,1.6,100752.48,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
MSI,Gaming,15.6,8,Windows 10,2.2,58021.92,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Gaming,15.6,4,Windows 10,2.4,53226.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Acer,Gaming,17.3,16,Windows 10,4.2,122490.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Gaming,15.6,8,Windows 10,2.62,52480.8,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Gaming,15.6,8,Windows 10,2.24,71341.92,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX1060
Vero,Notebook,14.0,4,Windows 10,1.22,10810.512,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics 500
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961.6,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095.52,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,AMD, Radeon R7 M460
Apple,Ultrabook,12.0,8,Mac OS X,0.92,62071.2,1.2,Intel, Core M ,512,0.0,FlashStorage,None,0,2304x1440,IPSPanelRetinaDisplay,Intel, HD Graphics 5300
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,124142.4,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,2560x1440,IPSPanel,Intel, HD Graphics 620
Asus,Notebook,14.0,4,Windows 10,1.63,15930.72,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,1.95,43156.8,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.0,39373.92,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M420X
HP,Workstation,15.6,8,Windows 10,3.14,110017.872,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200
Asus,Notebook,15.6,8,Windows 10,2.37,58554.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Ultrabook,13.3,8,Windows 10,1.29,79866.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.06,93186.72,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
Dell,Netbook,11.6,4,Windows 10,1.63,39640.32,1.1,Intel, Pentium Quad Core N4200 ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 505
HP,Netbook,12.5,8,Windows 10,1.26,74005.92,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558.4,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
HP,Notebook,15.6,8,Windows 10,2.04,33513.119999999995,2.5,AMD, A12-Series 9700P ,2000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R7 Graphics
Dell,Gaming,15.6,16,Windows 10,2.62,89457.12,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,3840x2160,Without,Nvidia, GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,4,Windows 10,2.4,32447.52,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920M
HP,Gaming,17.3,12,Windows 10,3.74,93186.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,AMD, Radeon RX 580
MSI,Gaming,17.3,16,Windows 10,2.9,128671.2,2.8,Intel, Core i7 7700HQ ,512,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Samsung,Ultrabook,13.3,8,Windows 10,0.81,79866.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,1.98,51202.08,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GT 940MX
Dell,Notebook,15.6,8,Windows 10,2.18,42081.0768,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M420
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,99047.52,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Razer,Ultrabook,12.5,16,Windows 10,1.29,95850.72,2.5,Intel, Core i7 7500U ,512,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, HD Graphics 620
HP,Netbook,11.6,4,Chrome OS,1.23,20512.8,1.6,Intel, Celeron Dual Core N3060 ,16,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Dell,Gaming,17.3,16,Windows 10,4.36,133467.4656,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Notebook,14.0,4,Windows 10,1.76,40226.4,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101.872,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,58075.2,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,133146.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
MSI,Gaming,15.6,8,Windows 10,2.4,63882.72,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,99900.0,2.5,Intel, Core i5 7200U ,256,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Toshiba,Notebook,14.0,4,Windows 10,1.75,26586.72,2.1,Intel, Pentium Dual Core 4405U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 510
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354.23999999999,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,14.0,4,Windows 10,1.76,31168.8,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Acer,Netbook,11.6,4,Chrome OS,1.35,18914.4,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,IPSPanel,Intel, HD Graphics 400
Acer,Notebook,14.0,8,Windows 10,1.5,32980.32,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Razer,Gaming,17.3,32,Windows 10,3.49,292986.72,2.9,Intel, Core i7 7820HK ,512,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1080
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,111834.72,2.6,Intel, Core i7 6600U ,512,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 520
Asus,Notebook,15.6,4,Linux,2.1,27652.32,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920
Lenovo,Notebook,14.0,8,Windows 10,1.7,63190.08,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,14.0,8,Windows 10,1.32,87912.0,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Gaming,15.6,16,Windows 10,3.21,147832.28639999998,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Asus,Gaming,17.3,16,Windows 10,2.9,128884.32,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Toshiba,Notebook,15.6,4,Windows 10,2.0,35644.32,2.4,Intel, Core i3 7100U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,4,Chrome OS,1.5,17316.0,1.6,Intel, Celeron Quad Core N3160 ,16,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Notebook,15.6,8,Windows 10,2.3,31435.2,2.5,Intel, Core i5 7200U ,128,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,16,Windows 10,2.73,95850.72,2.6,Intel, Core i7 6700HQ ,512,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Dell,Gaming,17.3,32,Windows 10,4.42,163723.57919999998,2.8,Intel, Core i7 7700HQ ,512,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
HP,Notebook,17.3,8,Windows 10,2.63,48484.8,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1600x900,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,8,Windows 10,2.18,38041.3872,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Ultrabook,14.0,8,Windows 7,1.54,99633.6,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Windows 10,2.18,39373.92,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M420
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,32767.2,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
Asus,Ultrabook,13.3,8,Windows 10,1.45,54665.28,2.3,Intel, Core i5 6200U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940M
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,121318.56,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
HP,Ultrabook,14.0,8,Windows 10,1.54,78215.04,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,4,No OS,1.86,15930.72,1.6,Intel, Celeron Dual Core N3060 ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Gaming,15.6,16,Windows 10,2.1,101178.72,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Dell,Notebook,17.3,8,Linux,2.83,46087.2,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R7 M445
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,101391.84,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GT 940MX
Asus,Notebook,15.6,8,Windows 10,2.3,41931.36,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 930MX
Dell,Notebook,15.6,8,Windows 10,1.9,50349.6,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Windows 10,2.0,23922.72,1.1,Intel, Pentium Quad Core N4200 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,136343.52,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,13.3,8,Windows 10,1.62,34578.72,2.3,Intel, Core i5 6200U ,1000,0.0,HDD,None,1,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,No OS,2.2,24988.32,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.3,45323.1648,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.84,71874.72,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M465
Toshiba,Notebook,13.3,4,Windows 10,1.05,68464.8,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Gaming,15.6,8,No OS,2.5,54185.76,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Ultrabook,13.3,16,Windows 10,1.29,119347.2,2.5,Intel, Core i7 7660U ,512,0.0,SSD,None,1,3200x1800,Without,Intel, Iris Plus Graphics 640
HP,Notebook,15.6,4,Windows 10,2.07,48484.8,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,58341.6,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,103896.0,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Notebook,14.0,8,Windows 10,1.56,48058.56,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.23,94731.84,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, Quadro M620
Lenovo,Notebook,15.6,4,Windows 10,2.38,56210.4,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,No OS,2.2,25521.12,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Toshiba,Notebook,15.6,8,Windows 10,2.0,73952.64,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,13.3,4,Windows 10,1.44,39160.8,2.4,Intel, Core i3 7100U ,180,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Samsung,Ultrabook,15.0,16,Windows 10,1.23,98514.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Ultrabook,12.5,8,Windows 10,1.6,90043.2,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Linux,2.0,21258.1872,1.1,Intel, Pentium Quad Core N4200 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,49816.8,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Windows 10,2.18,48618.0,2.5,Intel, Core i5 7200U ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce 940MX
HP,Notebook,15.6,4,Windows 10,2.04,44701.92,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,90576.0,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,36486.14399999999,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Asus,Notebook,14.1,4,Windows 10,1.65,18541.44,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Notebook,15.6,8,Windows 10,2.2,35644.32,2.5,Intel, Core i7 6500U ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Windows 10,2.2,19660.32,1.6,Intel, Pentium Quad Core N3710 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,95850.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,4,Linux,2.18,24279.696,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420X
Asus,Gaming,17.3,12,Windows 10,2.2,72988.272,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Acer,Netbook,11.6,4,Chrome OS,1.25,15824.16,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,IPSPanel,Intel, HD Graphics 400
Lenovo,Notebook,17.3,4,Windows 10,2.8,20193.12,2.2,AMD, A4-Series 7210 ,500,0.0,HDD,None,0,1600x900,Without,AMD, Radeon R3
HP,Notebook,14.0,4,Windows 10,1.95,67399.2,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,74538.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,3200x1800,Without,Intel, HD Graphics 620
Samsung,Ultrabook,15.0,8,Windows 10,1.17,90522.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,95850.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
MSI,Gaming,17.3,16,Windows 10,2.43,141138.72,2.6,Intel, Core i7 6700HQ ,512,2000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 1060
Toshiba,Notebook,13.3,8,Windows 10,1.05,78588.0,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,15.6,8,Linux,2.62,49497.12,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050Ti
HP,Notebook,15.6,8,Windows 10,2.04,47952.0,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,4,Windows 10,2.18,32713.92,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420X
Dell,Notebook,15.6,8,Windows 10,1.9,49816.8,2.6,Intel, Core i5 7300U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,107257.968,1.3,Intel, Core i7 7Y75 ,512,0.0,SSD,None,1,3200x1800,Without,Intel, HD Graphics 615
Asus,Gaming,17.3,32,Windows 10,3.58,68145.12,2.7,Intel, Core i7 6820HK ,256,256.0,SSD,SSD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 980M
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,87858.72,1.3,Intel, Core i7 7Y75 ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 615
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,109170.72,2.7,Intel, Core i7 7500U ,256,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,1.95,104588.1072,2.5,Intel, Core i5 7200U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
LG,Ultrabook,15.6,16,Windows 10,1.08,111834.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
HP,Netbook,12.5,8,Windows 10,1.26,79014.23999999999,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Chrome OS,2.2,19127.52,1.5,Intel, Celeron Dual Core 3205U ,16,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics
Lenovo,Notebook,15.6,8,Windows 10,2.6,42037.92,2.3,Intel, Core i5 6300HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 960M
LG,Ultrabook,14.0,8,Windows 10,0.98,101178.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,14.0,8,Windows 10,1.6,64202.4,2.8,Intel, Core i5 7440HQ ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Ultrabook,12.5,8,Windows 10,1.09,165168.0,1.2,Intel, Core M 6Y75 ,240,0.0,SSD,None,1,3840x2160,Without,Intel, HD Graphics 515
Lenovo,Notebook,15.6,6,Windows 10,2.2,42037.92,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
HP,Notebook,15.6,8,Windows 10,2.04,54291.78719999999,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Acer,Notebook,15.6,4,Windows 10,2.4,26586.72,2.4,Intel, Core i3 7100U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,13.3,4,Windows 10,1.44,46939.68,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,13.3,8,Windows 10,1.49,51148.8,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,17.3,16,Windows 10,2.7,85194.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Dell,Gaming,15.6,16,Windows 10,2.6,71874.72,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
MSI,Gaming,15.6,8,Windows 10,2.2,59668.804800000005,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,4,Windows 10,2.18,36496.2672,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
HP,Ultrabook,15.6,8,Windows 10,1.84,69103.62719999999,2.5,Intel, Core i7 6500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M365X
HP,Ultrabook,13.3,8,Windows 10,1.39,61218.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,3200x1800,Without,Intel, HD Graphics 620
Toshiba,Notebook,15.6,16,Windows 10,2.4,105228.0,2.6,Intel, Core i7 6600U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930M
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,97236.0,2.5,Intel, Core i5 7200U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,4,Windows 10,1.95,38889.072,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,87912.0,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,2.31,62071.2,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Windows 10,2.18,37725.4368,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,14.0,4,Windows 10,1.95,61218.72,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,Windows 10,2.2,16463.52,1.1,Intel, Pentium Quad Core N4200 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
